body,country,farm,flavor,gram,name,per_1g,price,process,roast,url,variety,lat,lon
古都アンティグア周辺にそびえ立つ３つの火山（アグア、フエゴ、アカテナンゴ）は、アンティグアの伝統とその美しい景観を引き立たせています。 アンティグアはアナカフェが認定する８つの地域の中で、最も有名な産地の一つです。１８世紀にキューバの宣教師によってコーヒーがグアテマラにもたらされましたが、アンティグアとしてのコーヒーは１９３９年に認定されました。 プエルタベルデ農園は、１９世紀終わりにセラヤ一族によって設立され、現在は4代目のリカルド・セラヤ氏が運営管理しています。 プエルタベルデとは、受継がれてきた肥沃な土壌と遺産（この地で最高のコーヒーを生産できる）へと続く、緑の門を意味します。麻袋のデザインが正に示している通りです。一族のモットーは『緑の門はアンティグアで最高のコーヒーに通じている』です。 こうした恵まれた環境と農園一族の熱意によって、作り上げられたコーヒーは、これまでに様々な品評会で入賞しています。プエルタベルデの熟れたオレンジを思わせるジューシーさと、確りとしたコクをお楽しみください。,グァテマラ,プエルタべルデ農園,キャラメルのような滑らかな口当たりとローストナッツの香ばしさ。 オレンジのような柑橘系のジューシーさが魅力です。,200,グァテマラ プエルタベルデ 200g,7.95,1590,フリーウォッシュト,中煎り,https://coffeeamp.thebase.in/items/8198021,ヴィジャサルチ,14.634915,-90.506882
高品質コーヒーに特化した生産者の「カラベラ」の基準でカッピングスコア86点以上を満たす物のみで作られたスペシャルロットがAAAです。86 点以上を満たすロットは非常に少なく、ナリーニョ地域産で AAA を満たすロット から作られたのがナリーニョAAA です。 ナリーニョはコロンビア最南端に位置し、エクアドルとの国境に位置します。ナリーニョと言えば、コスタリカのトレスリオス、ケニアのニエリ、スマトラのリントンなどと並んで世界の最も良質なコーヒーの中に数えられます。赤道が近いこの地域では、標高が高く、豊富な雨量、火山灰土壌など、良いコーヒーが生産される諸条件を兼ね備えているためです。 また、ナリーニョは太平洋に最も近いため日中は温かく、夜になると高地特有のグッと寒くなります。この特有の寒暖差によって、コーヒーはゆっくりと熟成を進め、ナリーニョ独特の甘味の強いコーヒーが作られています。,コロンビア,,しっかりビターでキレのある風味。 クリーンで豊潤なコクと甘みがシャープに楽しめます。,200,コロンビア AAA ナリーニョ 200g,7.95,1590,フリーウォッシュト,深煎り,https://coffeeamp.thebase.in/items/30887699,カトゥーラ、コロンビア,4.710989,-74.072092
アラビカ種発祥の地であるエチオピアの南西部ジマ地方には、現在でも多種の品種が自生しているといわれ、貴重な遺伝資源の宝庫となっています。有名なゲイシャ種もこのジマ地方が由来といわれています。 エチオピアのコーヒーの中で、風味上最も特徴的なものは、イルガチェフそしてシダモのコーヒーです。フローラル、紅茶、レモン、エレガント、ジンジャー、シナモン等多様な風味を有しております。 イルガチェフとは、現地の言葉で「湿地とその草」を意味します。 その言葉の通り、この地域は水源に恵まれ、良質の水洗式コーヒーの生産に適した場所です。更には１，６００ｍ以上、高いところでは、２，２００ｍにもなる栽培地の標高、なだらかな景観、昼夜の寒暖差、有機質肥料、肥沃な土壌など、コーヒー栽培に適した土地ということができます。 本ロットは通常であればウォッシュトとなる高品質チェリーを特別にナチュラルに仕上げました。,エチオピア,アジャレ,濃厚な甘さのナチュラルフレーバーが立ち昇ります。 ストロベリーチョコレートやラム酒のような風味が印象的です。,200,イルガチェフ ナチュラル アジャレ 200g,8.7,1740,ナチュラル,浅煎り,https://coffeeamp.thebase.in/items/32007487,エチオピア原生種,8.980603,38.757761
【玄米茶を思わせる独特のフレーバー】 南西のモンスーンを利用して栽培されたコーヒー。 果肉を取り除いた生豆を風通しのよい倉庫で時間をかけてゆっくり乾燥された豆は独特の香味を有しています。 玄米茶やハーブ、ナッツのフレーバーを感じる、飲んで楽しめるコーヒーです。 ,インド,西南、マラバール海岸付近,,200,インド モンスーン 200g,8.64,1728,ナチュラル,ミディアムロースト,http://sanwa-coffee.com/?pid=113867243,,28.613939,77.209021
【ロブスタ種特有のほろ苦さ】 アラビカ種はコーヒーノキの病にかかりやすく、収穫量・農家収入が不安定なことがきっかけで世界中でロブスタ種も栽培されている。 爽やかな酸や甘い風味は少なく、麦をこがしたようなクセのある個性的な香り。 その香ばしさとほろ苦さの上にけっして主張の強くないロブスタ種の香り。 香ばしさとほろ苦さを兼ね備えた、ロブスタ最高級WIBの個性ある豆です。 日々のコーヒーライフのアクセントに。 ,インドネシア,,,200,ジャワ WIB -robusta- 200g,5.185,1037,ウォッシュド（水洗式）,フルシティロースト,http://sanwa-coffee.com/?pid=113867267,ロブスタ種,-6.208763,106.845599
【チョコのような甘い薫り】 中煎り時の特徴である柑橘系の酸味がほろ苦い味わいに変わります。 深煎りが苦手と感じている方に試して欲しい逸品。 タンザニアの広大な大地で育ったキリマンジャロを直火式焙煎でしっかり焼き上げました。 キリマンジャロの甘さが現れるフルシティロースト。ぜひ一度お試しください。 ,タンザニア,,,200,キリマンジャロ -dark roast- 200g,6.265,1253,ウォッシュド（水洗式）,フルシティローストフルシティロースト,http://sanwa-coffee.com/?pid=113867273,アラビカ種（ブルボン種、ケント種etc）,-6.162959,35.751607
【フルシティローストの優しい酸味】 強い苦みが一般的な深煎りの中で、コロンビア・スプレモのフルシティローストは、程よい苦みと酸味を味わうことが出来る。 雄大な山々の中で栽培されたコロンビア産の特徴は、爽やかな香味と酸味です。 フルシティローストでも爽やかな酸味を適度に残すように焙煎しています。 ,コロンビア,,,200,コロンビア -dark roast- 200g,5.94,1188,ウォッシュド（水洗式）,フルシティローストフルシティローストフルシティローストフルシティロースト,http://sanwa-coffee.com/?pid=113867263,アラビカ種,4.710989,-74.072092
【飲みやすいビタースウィートコーヒー】 ブラジル・サントスNo.2の深煎りは、サントス特有のやさしい苦みや甘みではなく、強めのビター感が特徴のコーヒです。 深煎りの中でも強めの苦みが好きな方にオススメ。 ミルクをたっぷり入れてもコーヒーを感じるように焙煎しています。 ,ブラジル,,,200,ブラジル -dark roast- 200g,5.94,1188,ナチュラル（乾燥式）,フルシティロースト,http://sanwa-coffee.com/?pid=113867259,アラビカ種,-15.794392,-47.882004
"【モカマタリの名称で長年愛される甘味】 ""モカ""という名称はコーヒー豆が出荷される""モカ港""に由来しており、イエメンとエチオピアの2国で使われている。 「モカ・マタリ」はイエメン産。「モカ・ハラールorジンマ」はエチオピア産を指す。 モカマタリの持つチョコのような甘い香り。 白ワインやウィスキーを彷彿させる酸味。 その調和が今も昔も世界中で愛されるコーヒー。 ",イエメン,,,200,イエメン モカ マタリ 200g,11.125,2225,ナチュラル（乾燥式）,ミディアムロースト,http://sanwa-coffee.com/?pid=113867277,原種,15.369445,44.191007
【ケニアが誇る円やかな味わい】 円やかなビター感と甘さを併せ持つのが特徴。 ビターチョコのような香りそのままに、円やかで優しい口あたりと厚みのあるしっかり したコク、長く余韻として残る甘み。 どれを取っても一級品。 強めの甘みを持ったスイーツなどのおともに最適。 ,ケニア,,,200,ケニア AA 200g,11.125,2225,ウォッシュド（水洗式）,フルシティロースト,http://sanwa-coffee.com/?pid=113867269,SL28、SL34,-1.292066,36.821946
【アジアを代表するロングセラービーンズ」 昔から世界中で愛されているインドネシアの定番銘柄。 欠品率による品質評価でG1（上位）からG6（下位）に区分されG1のGは「グレード」の略称。 深煎りのビター感を強くするのが一般的ですが、SANWA COFFEE WORKSでは焙煎度合いを中深煎り（シティロースト）に設定し、深みの中にもウッディ感や香草系の味わいも合わさって心地よい。 インドネシア島々の熱帯雨色とりどりの美しい花々を全体に感じ、香ばしい酸味にハッとする... やみつきになる根強いファンも多く味の輪郭がハッキリしたコーヒーを飲みたい時にオススメです。 ,インドネシア,,,200,インドネシア マンデリン 200g,5.94,1188,スマトラ式,シティローストシティロースト,http://sanwa-coffee.com/?pid=113867275,アラビカ種,-6.208763,106.845599
【フルボディの赤ワインを彷彿させる甘酸っぱさ】 グァテマラ産コーヒーの格付けは高度によって区分され、SCWは高度4500フィート以上の１番評価の高いStriethy Hard Bean(SHB)を使用している。 他国と比較すると豆が硬いのが特徴で、焙煎は中深煎りで煎り上げている。 甘い香り、深みのあるコクと上品な酸味、三拍子そろったこの豆は、世界中で愛される定番の銘柄。 他の豆とブレンドするとそれぞれの芳香をより一層際立たせる事も出来る、馨しさ。 華やかな香味から女性へのプレゼントにも。 ,グァテマラ,,,200,グァテマラ SHB 200g,7.67,1534,ウォッシュド（水洗式）,シティロースト,http://sanwa-coffee.com/?pid=113867265,アラビカ種,14.634915,-90.506882
"【上質な甘酸っぱさで世界を魅了した銘柄】 ""キリマンジャロ""はタンザニアのキリマンジャロ山が由来の日本での呼称で、アフリカ・タンザニア産のアラビカコーヒーの事を一般的には指します。 タンザニア産は豆の大きさによって区分されており、横幅17/64インチ""タンザニアAA""を使用している。 後味に残らない酸味が良質なフレーバーであり、その酸味はチョコレートの後味に表現される事も。 口に含んだ瞬間、柑橘系の風味が広がります。 野性的で広がりがあり柔らかい酸味と甘い香り。 リフレッシュしたい時、気持ちを切り替えたい時に。 ",タンザニア,,,200,キリマンジャロ 200g,5.615,1123,ウォッシュド（水洗式）,ミディアムロースト,http://sanwa-coffee.com/?pid=113867271,アラビカ種,-6.162959,35.751607
"【コロンビア産の爽やかな甘みと円やかな果実味】 コーヒーの生産地としては有名なコロンビア。その中で昔から親しまれる銘柄""スプレモ"" スプレモはスペイン語で『最高級』 今となってはスタンダードであり、定番の銘柄です。 コロンビア内の複数農園から収集したコーヒー豆の中から、大粒のもののみを選別されています。 バランスの取れたマイルド感が定評で、苦み・酸味もほどよく飲みやすいのが特徴。 一口飲むごとに心地の良い香味を味わえるのでオフィスワークやガーデニング等の趣味のお供に。 ",コロンビア,,,200,コロンビア 200g,5.185,1037,ウォッシュド（水洗式）,ミディアムロースト,http://sanwa-coffee.com/?pid=113867261,アラビカ種,4.710989,-74.072092
"【ブラジル産のベーシックコーヒー】 ブラジル産のコーヒー豆を大きさで区分したNo.2〜No.8の中から最大のNo.2をセレクト。 豆のサイズを示すスクリーンは""18""です。 ほどよい苦み、酸味、甘みや風味。 そのどれをとっても中庸で、誰からも愛されどんなシーンにもぴったりのコーヒーです。 この豆をベースにブレンドされる事が多く、見事な調和具合に、ホッ！と一息。 個性が強くない分、手みやげなどに人気です。 ",ブラジル,,,200,ブラジル サントス 200g,5.185,1037,ナチュラル（乾燥式）,ミディアムロースト,http://sanwa-coffee.com/?pid=113867257,アラビカ種,-15.794392,-47.882004
"【上質なブラジルブルボンの甘み】 昔ながらのブラジルのナチュラルの味わいとブルボンの甘みを併せ持つのが特徴です。 日系二世のトミオフクダ氏がオーナーの農園はセラード地区・標高1,100mに位置し、雨季と乾季がハッキリとしたコーヒー栽培に適した気候。 ",ブラジル,セラード地区バウー農園,,200,ブラジル トミオフクダ 200g,8.64,1728,ナチュラル,,http://sanwa-coffee.com/?pid=113867225,ブルボン、ムントノーボ、カツアイ,-15.794392,-47.882004
"【コスタリカ Cup of Exellence】 コスタリカCOEを2012年、2014年に受賞。 上質なコーヒーを毎年世に出している農園。 標高1,950mと高地に立しているため寒暖の差が大きく、太陽の日差しもしっかり降り注ぐ豊かなテロワール。 上質なマウスフィールと芳醇な果汁味があり、コスタリカ特有の味わいを楽しめる素晴らしいコーヒー。 ",コスタリカ,タラス・ラ・ロマ農園,,200,コスタリカ タラス 200g,10.475,2095,フリーウォッシュド,,http://sanwa-coffee.com/?pid=113867231,カトゥーラ,9.928069,-84.090725
【ナチュラルらしいフルーティな味わいが魅力】 素晴らしいテロワールに恵まれたサンタリタ農園。 火山灰土壌、シュードツリーなど高品質なコーヒーを創り上げる条件が揃っています。 ブルボン種をナチュラル精製で仕上げた、モカを彷彿とさせるフルーティな味わいが魅力的なコーヒー。 ,エルサルバドル,ソンソナテ,,200,エルサルバドル サンタリタ 200g,11.125,2225,ナチュラル,,http://sanwa-coffee.com/?pid=113867235,ブルボン,13.69294,-89.218191
【紅茶・ワインを感じさせるフレーバー】 紅茶にも似たフレーバーとワインにも感じられるフルボディのカップ。 イルガチェフェのコーヒーは世界中で人気を博しています。 スペシャルティコーヒーを初めて飲む方にもオススメできるクセのないクリーンなコーヒーです。 ,エチオピア,イルガチェフェ,,200,エチオピア イルガチェフェ 200g,14.15,2830,フリーウォッシュド,,http://sanwa-coffee.com/?pid=113867237,アビシニカ,8.980603,38.757761
【グァテマラ Cup of Exellence】 グァテマラCOEで2006〜2012年の間5度の優勝を誇る農園。 2011年からはこの農園単独で開催するオークションで生豆を出荷しており、世界中のバイヤーが注目しています。 これぞスペシャルティともいうべきバランスの良い仕上がり。 豊かなフレーバーを持った上質なコーヒーです。 ,グァテマラ,ウエウエテナンゴ,,200,グァテマラ エルインヘルト 200g,14.15,2830,フリーウォッシュド,,http://sanwa-coffee.com/?pid=113867239,レッドカトゥアイ,14.634915,-90.506882
"【最高級のケニアフレーバー】 上質なコーヒーを生産し続けるケニアの中でも高品質な生産地が多いニエリ地区。 標高5,199mのケニア山の南西部地域に位置し、肥沃な赤土やアフリカンベットでの天日乾燥など好条件が揃っています。 ケニアフレーバーと呼ばれるベリー系の果実味とややワイニーなフレーバーが特徴。 ",ケニア,,,200,ケニア ニエリ 200g,14.15,2830,ウォッシュド,,http://sanwa-coffee.com/?pid=113867247,SL28、SL34,-1.292066,36.821946
【年々評価を上げてきたエキゾチックアーシー】 産地独特のテロワールを色濃く醸し出すスマトラ島北部のマンデリン。 その中でもアチェ特別自治州は品質の高さとフレーバーの複雑さで世界のスペシャルティコーヒーの愛好家の注目の的です。 フルーツのような柑橘系の酸味、スムースな口当たり、そして独特のエキゾチックアーシーをお楽しみください。 ,インドネシア,スマトラ島アチェ州,,200,インドネシア アチェ 200g,12.095,2419,スマトラ式,,http://sanwa-coffee.com/?pid=113867245,ティムティム、アテン,-6.208763,106.845599
【有名農園で丹念に仕上げられたクリーンカップ】 農園独自のプライベートオークションが開催されるほど世界的に評価の高いエルウィン・ミエリッヒ氏の農園。 農園主がCOEのジャッジであることもあり、毎年上質なコーヒーを世に出し続けています。 チェリーのような優しい甘味を感じられるコーヒーをお楽しみください。 ,ニカラグア,リモンシジョ農園,,200,ニカラグア リモンシジョ 200g,9.505,1901,パルプドナチュラル,,http://sanwa-coffee.com/?pid=113867249,オレンジブルボン,12.114993,-86.236174
RWANDA/ Remera 31 甘さとコクの絶妙なバランス 。 非常に質の良いクリーンカップで香り良い楽しめるコーヒーに仕上がりました スパイシーな香りが口に含んだ瞬間に広がり、飲み終えた後はまろやかな甘さが口の中に残り余韻を楽しめます 無くなり次第終了予定です ,ルワンダ,,,100,ルワンダ レメラ３１,6.02,602,,シティロースト,https://nakamura-coffee.jp/product/%e3%83%ab%e3%83%af%e3%83%b3%e3%83%80/,,-1.970579,30.104429
Myanmar / Amalar washed 上質な甘味と滑らかな口あたり ミャンマーはまだまだ未開拓の産地として、日本では認知度が高くはありませんが、近年は質の高いコーヒーが栽培されるとして世界中から注目を浴びています。 ミャンマーのシャン州ユワンガンに位置するアマヤー精製所。 自然農法を大いに取り入れ、環境にも配慮した地域の素晴らしいコーヒーです ジャスミンやオレンジピールのような爽やかな味や香りを楽しめます ,ミャンマー,,,100,ミャンマーアマヤー,6.02,602,,ハイロースト,https://nakamura-coffee.jp/product/%e3%83%9f%e3%83%a3%e3%83%b3%e3%83%9e%e3%83%bc%e3%80%80%e3%82%a2%e3%83%9e%e3%83%a4%e3%83%bc/,,19.763306,96.07851
Burundi/ Mbirizi FW 甘味広がる口あたりから後味は紅茶のような 優しい甘みは黒糖のような口全体に広がり、 すっきりとした後味はまさに紅茶を連想。 ,ブルンジ,,,100,ブルンジ ミビリジ,5.56,556,,ハイロースト,https://nakamura-coffee.jp/product/%e3%83%96%e3%83%ab%e3%83%b3%e3%82%b8-%e3%83%9f%e3%83%93%e3%83%aa%e3%82%b8/,,-3.361378,29.359878
BRAZIL / Cup of Progressive Natural 1st 上質な味わい！セラードコンテスト優勝豆！ ブラジルの中でも名産地といわれるセラード地域。 その地域で昨年行われたコンテストで見事ナチュラル部門1位に輝いた優勝豆です。 優しい風味から始まりまろやかなコク。 是非1度はお味見ください。 ,ブラジル,,,100,ブラジルナチュラル部門１位,7.41,741,,ミディアムロースト,https://nakamura-coffee.jp/product/%e3%83%96%e3%83%a9%e3%82%b8%e3%83%ab%e3%82%bb%e3%83%a9%e3%83%bc%e3%83%89%e5%9c%b0%e5%8c%ba%e3%82%b3%e3%83%b3%e3%83%86%e3%82%b9%e3%83%88%e3%83%8a%e3%83%81%e3%83%a5%e3%83%a9%e3%83%ab%e9%83%a8%e9%96%80/,,-15.794392,-47.882004
BRAZIL / Cup of Progressive Washed 1st 上質な味わい！セラードコンテスト優勝豆！ ブラジルの中でも名産地といわれるセラード地域。 その地域で行われる大会で見事昨年優勝した珈琲豆ウォッシュド豆です 丁寧な仕事から出来上がる珈琲豆は 雑味が少なく口当たりがとても優しく 誰でも美味しい！と感じていただける仕上がりです。 優しい風味から始まりまろやかなコク。 是非1度お味見ください。 ,ブラジル,,,100,ブラジルウォッシュド部門１位,7.41,741,,ミディアムロースト,https://nakamura-coffee.jp/product/%e3%83%96%e3%83%a9%e3%82%b8%e3%83%ab%e3%82%bb%e3%83%a9%e3%83%bc%e3%83%89%e5%9c%b0%e5%8c%ba%e3%82%b3%e3%83%b3%e3%83%86%e3%82%b9%e3%83%88%e3%82%a6%e3%82%a9%e3%83%83%e3%82%b7%e3%83%a5%e3%83%89%e9%83%a8/,,-15.794392,-47.882004
"TANZANIA / AA Machare キレのある苦味を体感。深煎り珈琲 良質なキリマンジャロコーヒーの産地、モシ市の中心から20km, キリマンジャロ山麓ににあるマチャレ農園。これより高い標高の部分は国立公園として自然保護地域となっており、キリマンジャロ山麓では最も標高の高い農園です。 70年の歴史をもつこの大農園を10数年前に農園を入手したメドック夫妻は、老いたコーヒーの木では満足のいくコーヒーが採れないと、農園の気象、土壌にあった品種を選び、新しく植え替えて徹底した栽培管理によって素晴らしいキリマンジャロ・スペシャルティコーヒーが生産されるようになりました。 農園内はシェードツリーが適度に配置され、完熟した実だけを選んで収穫されたコーヒーの実は農園内でウォッシュド処理、天日乾燥されています。また、自然環境保全や従業員の労働環境を整備し、アフリカ初のレインフォレスト・アライアンス認証を取得するなど評価が高い農園です 浅煎りでもほど良い酸味を愉しめますが、当店では深煎りに仕上げています。 きれいな口当たりですっきりとした味わい・苦味が余韻に続く深煎り珈琲をお愉しみいただけます ",タンザニア,,,100,タンザニアAAマチャレ,5.56,556,,フルシティロースト,https://nakamura-coffee.jp/product/%e3%82%bf%e3%83%b3%e3%82%b6%e3%83%8b%e3%82%a2aa%e3%83%9e%e3%83%81%e3%83%a3%e3%83%ac/,,-6.162959,35.751607
COLOMBIA / NARINO Supremo R/A リッチ感溢れるフルボディな味わいです ナリーニョ地域で獲れる珈琲はコロンビアの他の地域と比べてもより重厚感あるコクが感じ取れる名産地です。 さらにこのエリアは南部特有の傾斜の厳しい山岳地帯で、昼夜の寒暖差が激しい環境で栽培されます。 高産地の珈琲豆は寒暖の差により豆が成熟する過程で実が引き締まり、深い味わいになる傾向があります。 リッチ感溢れるフルボディタイプな珈琲ですが、おすすめは深煎りで しっかりとした苦味とコクのバランスを楽しんでいただけます。 ,コロンビア,,,100,コロンビアナリーニョ スプレモ,5.56,556,,フルシィロースト,https://nakamura-coffee.jp/product/%e3%82%b3%e3%83%ad%e3%83%b3%e3%83%93%e3%82%a2%e3%83%8a%e3%83%aa%e3%83%bc%e3%83%8b%e3%83%a7%e3%80%80%e3%82%b9%e3%83%97%e3%83%ac%e3%83%a2/,,4.710989,-74.072092
COSTARICA/Candelilla Honey 雑味のないクリアな口当たりとシルキーで溢れる甘味 サンホセ州タラス地区カンデリージャ農園。 良質のコーヒー生産地として世界的にも有名なコスタリカのタラス地区。そのタラスの標高1500m周辺にラ･カンデリージャがあります。この精製処理施設は綺麗な水に恵まれ、精製工程も綺麗なので雑味のないクリアな味が魅力です。この農園は、綺麗な水と綺麗な精製から、蛍という意味のカンデリージャという名が付けられています。 ,コスタリカ,,,100,コスタリカカンデリージャ農園 Honey,5.56,556,,ハイロースト,https://nakamura-coffee.jp/product/%e3%82%a8%e3%83%ac%e8%be%b2%e5%9c%92%e3%80%80%e3%82%ab%e3%83%88%e3%82%a5%e3%83%bc%e3%83%a9honey/,,9.928069,-84.090725
GUATEMALA / La Cupula 口に含んだ質感は滑らかで心地よい味わいの逸品です グァテマラコーヒーの名産地アンティグアから ラ・クプラは、ダルトン家が運営しているフィラデルフィア農園の中にあります。 その農園の中でも標高の高い1650ｍから2100ｍの限られたブルボン種のエリアを ラ・クプラとして区分けしています。 〈クプラとは、アンティグアのスパニッシュ・コロニアル様式の建築物に見られる屋根の上に作られた通気口のこと。 農園を家に見立てて、その一番てっぺんにあるのがクプラ、すなわちこの豆いうことなのです。〉 標高の高い珈琲豆は寒暖の差により高品質な珈琲が獲れると言われます 同農園の中でも高品質な豆だけを集めたクプラ お試しください ,グァテマラ,,,100,グァテマララ・クプラ,5.56,556,,ミディアムロースト,https://nakamura-coffee.jp/product/%e3%82%b0%e3%82%a1%e3%83%86%e3%83%9e%e3%83%a9%e3%82%a2%e3%83%b3%e3%83%86%e3%82%a3%e3%82%b0%e3%82%a2%e3%83%a9%e3%83%bb%e3%82%af%e3%83%97%e3%83%a9/,,14.634915,-90.506882
El Salvador/ Las Nubes bourbon ,エルサルバドル,,,100,エルサルバドルラス・ヌーベス,6.01,601,,シティロースト,https://nakamura-coffee.jp/product/%e3%82%a8%e3%83%ab%e3%82%b5%e3%83%ab%e3%83%90%e3%83%89%e3%83%ab%e3%83%a9%e3%82%b9%e3%83%8c%e3%83%bc%e3%83%99%e3%82%b9/,,13.69294,-89.218191
ETHIOPIA/ mocha Natural 驚くほどの濃厚なフルーティな味わい 大人気のモカ ナチュラル。 ナチュラル製法で作られたこのモカは 華やかな味わい+フルーツを口に直接たべたような果実感が溢れます。 風味を存分に楽しんでいただけるよう軽めな焙煎で仕上げました 豊かな個性を存分に楽しめるモカをお楽しみください ,エチオピア,,,100,エチオピアモカ ナチュラル,6.02,602,,ハイロースト,https://nakamura-coffee.jp/product/%e3%82%a8%e3%83%81%e3%82%aa%e3%83%94%e3%82%a2%e3%83%a2%e3%82%ab%e3%80%80%e3%83%8a%e3%83%81%e3%83%a5%e3%83%a9%e3%83%ab/,,8.980603,38.757761
INDONESIA / Sumatra Tiger ダイナミックだけどどこか繊細、溢れる重厚なコクを味わえます マンデリン特有のアーシーで魅惑溢れる風味から 苦味とコクのバランスが◎でクセになる味わい ブレンドで合わせても際立ちます 口に含んだ重量感溢れるダイナミックでパワフルな味わいをお楽しみください ,インドネシア,,,100,インドネシアスマトラタイガー,5.56,556,,フレンチロースト,https://nakamura-coffee.jp/product/%e3%83%9e%e3%83%b3%e3%83%87%e3%83%aa%e3%83%b3/,,-6.208763,106.845599
KENYA /THUNGURI AA 生産されるコーヒーの品質が世界で最も優れている国のひとつという評価を得ているケニア。 農園は首都ナイロビ近郊のニエリ県ニエリ地区にあります。 この地は、養分の豊富な赤い火山灰土に覆われ、 収穫期の10-12月に気温が低いことから、高品質コーヒーの栽培に適した土地柄です。 収穫されたコーヒーは丁寧に水洗され、 天日によってゆっくり乾燥されます。 芳醇な香り、華やかな柑橘系のアシディティと共に 心地よく続く甘味花の蜜のような アフターテイストをご賞味ください。 ,ケニア,,,100,KENYATHUNGURI AA (Light roast),6.48,648,,ミディアムロースト,https://nakamura-coffee.jp/product/kenya-thunguri-aa-light-roast/,,-1.292066,36.821946
KENYA /THUNGURI AA/h3> 生産されるコーヒーの品質が世界で最も優れている国のひとつという評価を得ているケニア。 農園は首都ナイロビ近郊のニエリ県ニエリ地区にあります。 この地は、養分の豊富な赤い火山灰土に覆われ、 収穫期の10-12月に気温が低いことから、高品質コーヒーの栽培に適した土地柄です。 収穫されたコーヒーは丁寧に水洗され、 天日によってゆっくり乾燥されます。 中深煎りに仕上げることで 芳醇な香り、華やかな柑橘系のアシディティと共に 心地よく続く甘味花の蜜のような アフターテイストをご賞味ください。 ,ケニア,,,100,KENYATHUNGURI AA (Dark roast),6.48,648,,ミディアムロースト,https://nakamura-coffee.jp/product/kenyadarkroast/,,-1.292066,36.821946
"KanyangiFactoryはケニア東部エンブ地方に位置し、ケニア山のふもと1,800mの高地で主に周辺の小生産者からもたらされるコーヒーの生産処理を行っています。この組合は平均130本のコーヒー樹を擁する750の小生産者によって構成されています。当施設はコーヒーの主要生産地の中心にあるため、戦略上とても重要であり、副産物としてバナナ、メース、マカダミア等も生産されています。ケニア山周辺の土壌は大変肥沃な赤い火山灰土で、降水量1600mmに及ぶ年二回の雨季、通年12°Cの穏やかな気候等はまさにコーヒーの生育には理想的です。収穫期は11-3月にありSL28、SL34、といった品種が栽培されています。収穫後、同日中にコーヒーはウエットミルに運ばれ、カミツモ川からもたらされる水を電気ポンプによって汲み上げ、果肉除去に使用しその後水は循環されます。ミルは3機のディスクパルパー、膨大な数の乾燥台、多くの貯蔵庫を擁し、計14名の作業員によって運営されています。",ケニア,,クリーンな印象が際立ち、液体はスムースな滑らかさが余韻まで続く「ロング・スムース・アフターテイスト」。黄色からオレンジ色、赤色や赤紫色のフルーツ感があり「柑橘系」や「チェリー」や「赤いリンゴ」などいろんなフルーツ感を楽しめます。酸味は、リンゴのような酸味がメインで登場しています。,100,2017-18 ケニア・キアンヤンギ　ファクトリー　ライト-シナモンロースト,7.8,780,フリーウォッシュド,シナモンロースト,http://www.kaori-cha-ya-coffee.com/104.html,"SL28,",-1.292066,36.821946
"エチオピアで3代続く、歴史あるコーヒー輸出業者モプラコ社は、先代の故ヤンニ社長以来、素晴らしいエチオピア・モカコーヒーを日本に紹介してくれているエチオピア輸出業者です。2008年に父の跡を継いだエレアナ社長は、スペシャルティコーヒーに対応して、エチオピア国内に3箇所のコーヒー・ウォッシング・ステーション（CoffeeWashingStation:略してCWS)をもち、自らコーヒーの生産処理に携わり、高品質のコーヒーを輸出しています。CWSでは、近隣農家からフレッシュチェリーを買い付け、自らの管理の下、水洗処理・天日乾燥を行っています。輸出業者直営のCWSにより、透明性・トレーサビリティを高め、品質の高いスペシャルティコーヒーを生産することができ、そうしたスペシャルティコーヒーは自社で輸出することで、素晴らしいエチオピアコーヒーを消費国のスペシャルティコーヒー業界にダイレクトに届けることが出来ています。今回のロジータCWS(LogitaCWS)は、2017/18クロップからスタートしたモプラコ社直営のCWSです。シダモ県東部のベンサというエリアにあり、標高は2,000m。周辺のセゲレ、ココサという二つの村(集落)の農家からチェリーが搬入されてきます。買い付けるチェリーの熟度を管理し、パルパーで皮を剥いた後、自然発酵、綺麗な水で水洗します。水洗いした後、ソーキングと言って綺麗な水に漬け込み、天日乾燥前には日陰で、ウェットパーチメントをハンドピック、また、アフリカンベッドでも特殊な遮光ネットと麻生地を使い、日陰干しを実践しています。",エチオピア,,ティーライク（紅茶のような）やフローラルのフレーバーや、シトリック（柑橘系）の酸味が楽しめます。液体の滑らかさにはラウンド感（丸い）やスムースな滑らかさが余韻まで上品に長く続いています。,100,2018-19 エチオピア シダモ W・ライト-シナモンロースト,7.8,780,ウォッシュド,シナモンロースト,http://www.kaori-cha-ya-coffee.com/index.php?id=108,エチオピア原種,8.980603,38.757761
